Attribute,Commodity,Commodity type,Unit,YearType,Year,Value
Commercial use: Skim solids,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2029,191
Commercial use: Skim solids,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2030,192
Commercial use: Skim solids,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2031,194
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2020,23777
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2021,23960
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2022,24305
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2023,24530
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2024,24835
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2025,24990
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2026,25220
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2027,25440
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2028,25735
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2029,25885
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2030,26110
Milk per cow,Dairy,Livestock/Dairy,Pounds,Calendar year,2031,26330
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2020,223
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2021,227
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2022,230
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2023,231
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2024,234
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2025,236
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2026,238
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2027,241
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2028,244
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2029,246
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2030,249
Milk production,Dairy,Livestock/Dairy,Billion pounds,Calendar year,2031,252
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2020,9388
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2021,9475
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2022,9450
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2023,9435
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2024,9430
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2025,9435
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2026,9450
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2027,9470
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2028,9495
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2029,9520
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2030,9550
Number of cows,Dairy,Livestock/Dairy,Thousand,Calendar year,2031,9585
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,18.24
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,18.45
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,19.2
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,19.2
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,19.2
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,19.35
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,19.4
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,19.55
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,19.5
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,20.05
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,20.45
Prices: All milk,Dairy,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,20.85
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,32
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,25
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,21
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,24
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,30
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,30
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,31
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,32
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,33
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,33
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,34
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,35
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,7883
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,7818
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,7959
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,8038
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,8164
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,8295
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,8443
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,8589
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,8735
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,8881
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,9029
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,9178
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2020,91.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2021,100.2
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2022,99.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2023,101.5
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2024,103.6
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2025,105.8
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2026,107.9
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2027,110
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2028,112.1
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2029,114.3
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2030,116.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2031,118.5
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,25
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,21
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,24
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,30
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,30
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,31
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,32
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,33
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,33
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,34
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,35
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,36
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,344
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,405
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,374
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,380
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,390
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,395
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,400
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,405
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,410
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,415
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,420
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,425
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,1079
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,1117
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,1140
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,1152
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,1172
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,1191
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,1210
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,1229
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,1249
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,1268
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,1287
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,1306
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,15
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,18
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,16
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2020,112.2
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2021,118
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2022,117
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2023,119.5
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2024,122
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2025,124.5
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2026,127
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2027,129.5
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2028,132
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2029,134.5
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2030,137
"New York, Grade A large price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2031,139.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2020,286.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2021,283.7
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2022,286.7
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2023,287.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2024,289.9
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2025,292.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2026,295.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2027,298.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2028,301.5
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2029,304.4
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2030,307.3
Per capita,Egg,Livestock/Dairy,Number per capita,Calendar year,2031,310.3
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,9283
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,9319
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,9460
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,9560
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,9710
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,9866
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,10038
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,10208
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,10378
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,10549
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,10721
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,10894
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,9330
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,9361
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,9497
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,9600
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,9756
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,9912
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,10085
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,10256
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,10427
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,10598
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,10771
Supply total,Egg,Livestock/Dairy,Million dozen,Calendar year,2031,10945
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,96.2
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,95.8
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,96.8
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,98.6
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,99.2
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,99.9
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,99.9
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,100.4
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,100.5
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,100.5
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,101.1
Retail weight: Broilers,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,101.6
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,1.2
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,1.3
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,1.2
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,1.1
Retail weight: Lamb & mutton,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,1.1
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,1.5
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,1.5
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,1.5
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,1.4
Retail weight: Other chicken,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,1.4
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,223.9
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,222.4
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,221.5
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,222.9
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,223.3
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,223.5
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,223.8
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,224.7
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,225.1
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,225.4
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,226.2
Retail weight: Red meat & poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,226.8
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,58.4
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,58.6
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,56.8
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,55.8
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,55.6
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,55.4
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,55.3
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,55.3
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,55.4
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,55.4
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,55.4
Retail weight: Total beef,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,55.5
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,50.6
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,49.7
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,49.6
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,50.5
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,50.4
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,50.1
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,50.5
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,50.9
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,51.3
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,51.5
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,51.7
Retail weight: Total pork,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,52
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,113.4
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,112.7
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,113.8
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,115.3
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,116
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,116.7
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,116.7
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,117.2
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,117.2
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,117.2
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,117.7
Retail weight: Total poultry,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,118.1
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,110.4
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,109.7
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,107.7
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,107.6
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,107.3
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,106.8
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,107.1
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,107.5
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,107.9
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,108.2
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,108.5
Retail weight: Total red meat,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,108.7
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2027,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2028,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2029,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2030,0.2
Retail weight: Total veal,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2031,0.2
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2020,15.8
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2021,15.4
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2022,15.5
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2023,15.3
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2024,15.4
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2025,15.4
Retail weight: Turkeys,"Per capita meat consumption, retail weight",Livestock/Dairy,Pounds per capita,Calendar year,2026,15.4
