Report Date,Region,Confirmed
06/06/2014,National,"6,440"
06/06/2014,Northwest,"1,644"
06/06/2014,Southwest,619
06/06/2014,Eastern Area,"1,669"
06/05/2014,National,"5,593"
06/05/2014,Northwest,"1,398"
06/05/2014,Southwest,657
06/05/2014,Eastern Area,"1,239"
06/04/2014,National,"5,983"
06/04/2014,Northwest,"1,202"
06/04/2014,Southwest,557
06/04/2014,Eastern Area,"1,690"
06/03/2014,National,"5,741"
06/03/2014,Northwest,"1,408"
06/03/2014,Southwest,395
06/03/2014,Eastern Area,"1,370"
06/02/2014,National,"6,545"
06/02/2014,Northwest,"2,105"
06/02/2014,Southwest,447
06/02/2014,Eastern Area,"1,565"
05/30/2014,National,"5,834"
05/30/2014,Northwest,"1,394"
05/30/2014,Southwest,500
05/30/2014,Eastern Area,"1,237"
05/29/2014,National,"6,430"
05/29/2014,Northwest,"1,477"
05/29/2014,Southwest,589
05/29/2014,Eastern Area,"1,335"
05/28/2014,National,"7,169"
05/28/2014,Northwest,"1,918"
05/28/2014,Southwest,401
05/28/2014,Eastern Area,"2,242"
05/27/2014,National,"6,313"
05/27/2014,Northwest,"1,981"
05/27/2014,Southwest,388
05/27/2014,Eastern Area,"1,828"
05/23/2014,National,"6,037"
05/23/2014,Northwest,"1,804"
05/23/2014,Southwest,422
05/23/2014,Eastern Area,"1,401"
05/22/2014,National,"6,451"
05/22/2014,Northwest,"1,820"
05/22/2014,Southwest,395
05/22/2014,Eastern Area,"1,660"
05/21/2014,National,"5,426"
05/21/2014,Northwest,"1,017"
05/21/2014,Southwest,398
05/21/2014,Eastern Area,"1,701"
05/20/2014,National,"6,595"
05/20/2014,Northwest,"1,907"
05/20/2014,Southwest,284
05/20/2014,Eastern Area,"1,956"
05/19/2014,National,"5,843"
05/19/2014,Northwest,"1,998"
05/19/2014,Southwest,346
05/19/2014,Eastern Area,"1,088"
05/16/2014,National,"7,293"
05/16/2014,Northwest,"2,245"
05/16/2014,Southwest,448
05/16/2014,Eastern Area,"2,163"
05/15/2014,National,"6,534"
05/15/2014,Northwest,"1,778"
05/15/2014,Southwest,441
05/15/2014,Eastern Area,"1,871"
05/14/2014,National,"5,653"
05/14/2014,Northwest,"1,927"
05/14/2014,Southwest,443
05/14/2014,Eastern Area,"1,029"
05/13/2014,National,"6,337"
05/13/2014,Northwest,"1,838"
05/13/2014,Southwest,274
05/13/2014,Eastern Area,"1,953"
05/12/2014,National,"6,058"
05/12/2014,Northwest,"1,824"
05/12/2014,Southwest,388
05/12/2014,Eastern Area,"1,534"
05/09/2014,National,"6,737"
05/09/2014,Northwest,"2,395"
05/09/2014,Southwest,311
05/09/2014,Eastern Area,"1,909"
05/08/2014,National,"5,597"
05/08/2014,Northwest,"1,574"
05/08/2014,Southwest,299
05/08/2014,Eastern Area,"1,633"
05/07/2014,National,"6,288"
05/07/2014,Northwest,"1,403"
05/07/2014,Southwest,393
05/07/2014,Eastern Area,"2,283"
05/06/2014,National,"6,863"
05/06/2014,Northwest,"1,500"
05/06/2014,Southwest,482
05/06/2014,Eastern Area,"1,638"
05/05/2014,National,"5,673"
05/05/2014,Northwest,"1,525"
05/05/2014,Southwest,633
05/05/2014,Eastern Area,"1,226"
05/02/2014,National,"6,668"
05/02/2014,Northwest,"1,987"
05/02/2014,Southwest,601
05/02/2014,Eastern Area,"2,074"
05/01/2014,National,"5,573"
05/01/2014,Northwest,"1,480"
05/01/2014,Southwest,564
05/01/2014,Eastern Area,"1,274"
04/30/2014,National,"6,152"
04/30/2014,Northwest,"1,983"
04/30/2014,Southwest,498
04/30/2014,Eastern Area,"1,599"
04/29/2014,National,"5,850"
04/29/2014,Northwest,"1,263"
04/29/2014,Southwest,422
04/29/2014,Eastern Area,"1,919"
04/28/2014,National,"6,093"
04/28/2014,Northwest,"1,397"
04/28/2014,Southwest,656
04/28/2014,Eastern Area,"1,864"
04/25/2014,National,"5,503"
04/25/2014,Northwest,"1,587"
04/25/2014,Southwest,628
04/25/2014,Eastern Area,"1,341"
04/24/2014,National,"6,085"
04/24/2014,Northwest,"1,467"
04/24/2014,Southwest,489
04/24/2014,Eastern Area,"1,984"
04/23/2014,National,"4,927"
04/23/2014,Northwest,"1,507"
04/23/2014,Southwest,333
04/23/2014,Eastern Area,"1,486"
04/22/2014,National,"6,490"
04/22/2014,Northwest,"1,410"
04/22/2014,Southwest,440
04/22/2014,Eastern Area,"2,221"
04/21/2014,National,"4,929"
04/21/2014,Northwest,"1,485"
04/21/2014,Southwest,162
04/21/2014,Eastern Area,"1,155"
04/18/2014,National,"5,934"
04/18/2014,Northwest,"1,778"
04/18/2014,Southwest,731
04/18/2014,Eastern Area,"1,605"
04/17/2014,National,"6,729"
04/17/2014,Northwest,"1,336"
04/17/2014,Southwest,442
04/17/2014,Eastern Area,"2,237"
04/16/2014,National,"5,785"
04/16/2014,Northwest,"1,546"
04/16/2014,Southwest,464
04/16/2014,Eastern Area,"1,446"
04/15/2014,National,"6,593"
04/15/2014,Northwest,"1,546"
04/15/2014,Southwest,467
04/15/2014,Eastern Area,"1,872"
04/14/2014,National,"5,924"
04/14/2014,Northwest,"1,217"
04/14/2014,Southwest,563
04/14/2014,Eastern Area,"1,775"
04/11/2014,National,"6,463"
04/11/2014,Northwest,"1,578"
04/11/2014,Southwest,666
04/11/2014,Eastern Area,"1,953"
04/10/2014,National,"5,860"
04/10/2014,Northwest,"1,502"
04/10/2014,Southwest,481
04/10/2014,Eastern Area,"2,022"
04/09/2014,National,"4,900"
04/09/2014,Northwest,"1,498"
04/09/2014,Southwest,353
04/09/2014,Eastern Area,856
04/08/2014,National,"6,942"
04/08/2014,Northwest,"2,145"
04/08/2014,Southwest,326
04/08/2014,Eastern Area,"1,885"
04/07/2014,National,"7,064"
04/07/2014,Northwest,"2,316"
04/07/2014,Southwest,281
04/07/2014,Eastern Area,"1,739"
04/04/2014,National,"7,057"
04/04/2014,Northwest,"1,996"
04/04/2014,Southwest,505
04/04/2014,Eastern Area,"1,931"
04/03/2014,National,"5,898"
04/03/2014,Northwest,"1,263"
04/03/2014,Southwest,426
04/03/2014,Eastern Area,"1,563"
04/02/2014,National,"5,605"
04/02/2014,Northwest,"1,110"
04/02/2014,Southwest,510
04/02/2014,Eastern Area,"1,595"
04/01/2014,National,"7,498"
04/01/2014,Northwest,"1,604"
04/01/2014,Southwest,637
04/01/2014,Eastern Area,"1,785"
03/31/2014,National,"5,723"
03/31/2014,Northwest,"1,435"
03/31/2014,Southwest,287
03/31/2014,Eastern Area,"1,778"
03/28/2014,National,"5,852"
03/28/2014,Northwest,"1,814"
03/28/2014,Southwest,376
03/28/2014,Eastern Area,"1,546"
03/27/2014,National,"6,388"
03/27/2014,Northwest,"1,098"
03/27/2014,Southwest,724
03/27/2014,Eastern Area,"2,333"
03/26/2014,National,"5,881"
03/26/2014,Northwest,"1,625"
03/26/2014,Southwest,400
03/26/2014,Eastern Area,"1,884"
03/25/2014,National,"7,548"
03/25/2014,Northwest,"1,748"
03/25/2014,Southwest,506
03/25/2014,Eastern Area,"2,124"
03/24/2014,National,"6,721"
03/24/2014,Northwest,"1,676"
03/24/2014,Southwest,852
03/24/2014,Eastern Area,"2,258"
03/21/2014,National,"7,067"
03/21/2014,Northwest,"2,143"
03/21/2014,Southwest,356
03/21/2014,Eastern Area,"1,794"
03/20/2014,National,"7,101"
03/20/2014,Northwest,"1,172"
03/20/2014,Southwest,434
03/20/2014,Eastern Area,"2,267"
03/19/2014,National,"6,832"
03/19/2014,Northwest,"1,529"
03/19/2014,Southwest,451
03/19/2014,Eastern Area,"2,252"
03/18/2014,National,"6,714"
03/18/2014,Northwest,"1,564"
03/18/2014,Southwest,201
03/18/2014,Eastern Area,"1,710"
03/17/2014,National,"6,568"
03/17/2014,Northwest,"2,130"
03/17/2014,Southwest,250
03/17/2014,Eastern Area,"1,758"
03/14/2014,National,"6,065"
03/14/2014,Northwest,"1,530"
03/14/2014,Southwest,435
03/14/2014,Eastern Area,"1,434"
03/13/2014,National,"6,408"
03/13/2014,Northwest,"1,612"
03/13/2014,Southwest,297
03/13/2014,Eastern Area,"1,883"
03/12/2014,National,"6,056"
03/12/2014,Northwest,"1,438"
03/12/2014,Southwest,453
03/12/2014,Eastern Area,"1,461"
03/11/2014,National,"7,567"
03/11/2014,Northwest,"1,428"
03/11/2014,Southwest,883
03/11/2014,Eastern Area,"1,648"
03/10/2014,National,"5,677"
03/10/2014,Northwest,"1,304"
03/10/2014,Southwest,252
03/10/2014,Eastern Area,"1,202"
03/07/2014,National,"6,421"
03/07/2014,Northwest,"1,531"
03/07/2014,Southwest,461
03/07/2014,Eastern Area,"1,871"
03/06/2014,National,"5,620"
03/06/2014,Northwest,804
03/06/2014,Southwest,529
03/06/2014,Eastern Area,"2,339"
03/05/2014,National,"5,377"
03/05/2014,Northwest,"1,299"
03/05/2014,Southwest,207
03/05/2014,Eastern Area,"1,557"
03/04/2014,National,"6,972"
03/04/2014,Northwest,"1,390"
03/04/2014,Southwest,359
03/04/2014,Eastern Area,"2,161"
03/03/2014,National,"6,225"
03/03/2014,Northwest,"1,920"
03/03/2014,Southwest,531
03/03/2014,Eastern Area,"1,344"
02/28/2014,National,"6,692"
02/28/2014,Northwest,"2,024"
02/28/2014,Southwest,884
02/28/2014,Eastern Area,"1,381"
02/27/2014,National,"7,321"
02/27/2014,Northwest,"1,488"
02/27/2014,Southwest,848
02/27/2014,Eastern Area,"2,522"
02/26/2014,National,"5,807"
02/26/2014,Northwest,"1,562"
02/26/2014,Southwest,651
02/26/2014,Eastern Area,"1,303"
02/25/2014,National,"7,236"
02/25/2014,Northwest,"1,881"
02/25/2014,Southwest,312
02/25/2014,Eastern Area,"1,874"
02/24/2014,National,"6,216"
02/24/2014,Northwest,"2,055"
02/24/2014,Southwest,294
02/24/2014,Eastern Area,"1,338"
02/21/2014,National,"6,937"
02/21/2014,Northwest,"1,629"
02/21/2014,Southwest,415
02/21/2014,Eastern Area,"1,929"
02/20/2014,National,"5,977"
02/20/2014,Northwest,"1,668"
02/20/2014,Southwest,467
02/20/2014,Eastern Area,"1,683"
02/19/2014,National,"6,497"
02/19/2014,Northwest,"1,547"
02/19/2014,Southwest,480
02/19/2014,Eastern Area,"1,645"
02/18/2014,National,"6,450"
02/18/2014,Northwest,"1,528"
02/18/2014,Southwest,300
02/18/2014,Eastern Area,"2,196"
02/17/2014,National,"5,071"
02/17/2014,Northwest,"1,122"
02/17/2014,Southwest,513
02/17/2014,Eastern Area,"1,062"
02/14/2014,National,"5,427"
02/14/2014,Northwest,906
02/14/2014,Southwest,590
02/14/2014,Eastern Area,"1,392"
02/13/2014,National,"5,439"
02/13/2014,Northwest,"1,312"
02/13/2014,Southwest,320
02/13/2014,Eastern Area,"1,221"
02/12/2014,National,"4,269"
02/12/2014,Northwest,"1,221"
02/12/2014,Southwest,345
02/12/2014,Eastern Area,"1,174"
02/11/2014,National,"6,654"
02/11/2014,Northwest,"1,127"
02/11/2014,Southwest,408
02/11/2014,Eastern Area,"1,675"
02/10/2014,National,"5,541"
02/10/2014,Northwest,"1,549"
02/10/2014,Southwest,351
02/10/2014,Eastern Area,"1,642"
02/07/2014,National,"5,333"
02/07/2014,Northwest,"1,078"
02/07/2014,Southwest,585
02/07/2014,Eastern Area,"1,637"
02/06/2014,National,"6,348"
02/06/2014,Northwest,"1,623"
02/06/2014,Southwest,425
02/06/2014,Eastern Area,"2,289"
02/05/2014,National,"6,691"
02/05/2014,Northwest,"1,503"
02/05/2014,Southwest,651
02/05/2014,Eastern Area,"1,705"
02/04/2014,National,"7,787"
02/04/2014,Northwest,"1,619"
02/04/2014,Southwest,771
02/04/2014,Eastern Area,"1,912"
02/03/2014,National,"5,426"
02/03/2014,Northwest,"1,570"
02/03/2014,Southwest,371
02/03/2014,Eastern Area,"1,257"
01/31/2014,National,"6,341"
01/31/2014,Northwest,"1,616"
01/31/2014,Southwest,650
01/31/2014,Eastern Area,"1,494"
01/30/2014,National,"5,401"
01/30/2014,Northwest,"1,132"
01/30/2014,Southwest,528
01/30/2014,Eastern Area,"1,275"
01/29/2014,National,"5,681"
01/29/2014,Northwest,"1,373"
01/29/2014,Southwest,742
01/29/2014,Eastern Area,"1,417"
01/28/2014,National,"6,885"
01/28/2014,Northwest,"1,682"
01/28/2014,Southwest,309
01/28/2014,Eastern Area,"1,564"
01/27/2014,National,"8,131"
01/27/2014,Northwest,"2,041"
01/27/2014,Southwest,643
01/27/2014,Eastern Area,"2,191"
01/24/2014,National,"7,167"
01/24/2014,Northwest,"1,793"
01/24/2014,Southwest,611
01/24/2014,Eastern Area,"2,079"
01/23/2014,National,"6,284"
01/23/2014,Northwest,881
01/23/2014,Southwest,517
01/23/2014,Eastern Area,"1,899"
01/22/2014,National,"6,103"
01/22/2014,Northwest,"1,258"
01/22/2014,Southwest,526
01/22/2014,Eastern Area,"1,575"
01/21/2014,National,"8,478"
01/21/2014,Northwest,"2,225"
01/21/2014,Southwest,504
01/21/2014,Eastern Area,"1,265"
01/20/2014,National,"10,556"
01/20/2014,Northwest,"3,322"
01/20/2014,Southwest,530
01/20/2014,Eastern Area,"2,411"
01/17/2014,National,"6,858"
01/17/2014,Northwest,"1,528"
01/17/2014,Southwest,478
01/17/2014,Eastern Area,"1,848"
01/16/2014,National,"8,102"
01/16/2014,Northwest,"2,050"
01/16/2014,Southwest,666
01/16/2014,Eastern Area,"1,788"
01/15/2014,National,"7,153"
01/15/2014,Northwest,"1,880"
01/15/2014,Southwest,366
01/15/2014,Eastern Area,"1,878"
01/14/2014,National,"8,649"
01/14/2014,Northwest,"1,832"
01/14/2014,Southwest,421
01/14/2014,Eastern Area,"1,738"
01/13/2014,National,"7,554"
01/13/2014,Northwest,"2,662"
01/13/2014,Southwest,278
01/13/2014,Eastern Area,"1,419"
01/10/2014,National,"6,075"
01/10/2014,Northwest,"1,758"
01/10/2014,Southwest,538
01/10/2014,Eastern Area,"1,044"
01/09/2014,National,"5,709"
01/09/2014,Northwest,"1,235"
01/09/2014,Southwest,455
01/09/2014,Eastern Area,"1,429"
01/08/2014,National,"6,470"
01/08/2014,Northwest,"1,809"
01/08/2014,Southwest,364
01/08/2014,Eastern Area,"1,556"
01/07/2014,National,"7,877"
01/07/2014,Northwest,"2,393"
01/07/2014,Southwest,272
01/07/2014,Eastern Area,"1,259"
01/06/2014,National,"7,989"
01/06/2014,Northwest,"2,274"
01/06/2014,Southwest,448
01/06/2014,Eastern Area,"1,840"
01/03/2014,National,"7,674"
01/03/2014,Northwest,"1,483"
01/03/2014,Southwest,695
01/03/2014,Eastern Area,"2,145"
01/02/2014,National,"8,976"
01/02/2014,Northwest,"2,273"
01/02/2014,Southwest,957
01/02/2014,Eastern Area,"1,832"
12/31/2013,National,"8,830"
12/31/2013,Northwest,"1,941"
12/31/2013,Southwest,979
12/31/2013,Eastern Area,"2,851"
12/30/2013,National,"8,080"
12/30/2013,Northwest,"3,043"
12/30/2013,Southwest,869
12/30/2013,Eastern Area,"1,195"
12/27/2013,National,"5,235"
12/27/2013,Northwest,"1,071"
12/27/2013,Southwest,482
12/27/2013,Eastern Area,"1,517"
12/26/2013,National,"6,568"
12/26/2013,Northwest,"1,522"
12/26/2013,Southwest,812
12/26/2013,Eastern Area,"1,358"
12/24/2013,National,"7,993"
12/24/2013,Northwest,"1,855"
12/24/2013,Southwest,529
12/24/2013,Eastern Area,"1,998"
12/23/2013,National,"7,532"
12/23/2013,Northwest,"1,397"
12/23/2013,Southwest,537
12/23/2013,Eastern Area,"2,173"
12/20/2013,National,"8,542"
12/20/2013,Northwest,"2,086"
12/20/2013,Southwest,574
12/20/2013,Eastern Area,"2,264"
12/19/2013,National,"7,952"
12/19/2013,Northwest,"1,378"
12/19/2013,Southwest,599
12/19/2013,Eastern Area,"2,463"
12/18/2013,National,"7,021"
12/18/2013,Northwest,"1,495"
12/18/2013,Southwest,461
12/18/2013,Eastern Area,"1,871"
12/17/2013,National,"7,649"
12/17/2013,Northwest,"1,764"
12/17/2013,Southwest,735
12/17/2013,Eastern Area,"1,558"
12/16/2013,National,"7,238"
12/16/2013,Northwest,"1,903"
12/16/2013,Southwest,545
12/16/2013,Eastern Area,"1,807"
12/13/2013,National,"7,091"
12/13/2013,Northwest,"1,752"
12/13/2013,Southwest,409
12/13/2013,Eastern Area,"2,273"
12/12/2013,National,"6,647"
12/12/2013,Northwest,"1,500"
12/12/2013,Southwest,382
12/12/2013,Eastern Area,"1,815"
12/11/2013,National,"7,576"
12/11/2013,Northwest,"1,137"
12/11/2013,Southwest,390
12/11/2013,Eastern Area,"2,790"
12/10/2013,National,"8,307"
12/10/2013,Northwest,"1,730"
12/10/2013,Southwest,563
12/10/2013,Eastern Area,"2,358"
12/09/2013,National,"10,667"
12/09/2013,Northwest,"3,288"
12/09/2013,Southwest,554
12/09/2013,Eastern Area,"2,858"
12/06/2013,National,"8,653"
12/06/2013,Northwest,"2,642"
12/06/2013,Southwest,309
12/06/2013,Eastern Area,"2,532"
12/05/2013,National,"8,265"
12/05/2013,Northwest,"1,336"
12/05/2013,Southwest,741
12/05/2013,Eastern Area,"2,608"
12/04/2013,National,"6,848"
12/04/2013,Northwest,"1,017"
12/04/2013,Southwest,753
12/04/2013,Eastern Area,"1,966"
12/03/2013,National,"7,684"
12/03/2013,Northwest,"1,703"
12/03/2013,Southwest,"1,126"
12/03/2013,Eastern Area,"1,297"
12/02/2013,National,"9,310"
12/02/2013,Northwest,"1,642"
12/02/2013,Southwest,818
12/02/2013,Eastern Area,"2,706"
11/29/2013,National,"7,966"
11/29/2013,Northwest,"2,242"
11/29/2013,Southwest,501
11/29/2013,Eastern Area,"1,995"
11/27/2013,National,"7,343"
11/27/2013,Northwest,"1,201"
11/27/2013,Southwest,688
11/27/2013,Eastern Area,"2,187"
11/26/2013,National,"8,785"
11/26/2013,Northwest,"2,323"
11/26/2013,Southwest,657
11/26/2013,Eastern Area,"2,189"
11/25/2013,National,"11,756"
11/25/2013,Northwest,"3,066"
11/25/2013,Southwest,685
11/25/2013,Eastern Area,"2,478"
11/22/2013,National,"8,605"
11/22/2013,Northwest,"1,495"
11/22/2013,Southwest,639
11/22/2013,Eastern Area,"2,460"
11/21/2013,National,"8,485"
11/21/2013,Northwest,"1,666"
11/21/2013,Southwest,536
11/21/2013,Eastern Area,"2,745"
11/20/2013,National,"8,900"
11/20/2013,Northwest,"1,618"
11/20/2013,Southwest,526
11/20/2013,Eastern Area,"2,833"
11/19/2013,National,"8,177"
11/19/2013,Northwest,"1,944"
11/19/2013,Southwest,830
11/19/2013,Eastern Area,"1,665"
11/18/2013,National,"10,377"
11/18/2013,Northwest,"2,437"
11/18/2013,Southwest,444
11/18/2013,Eastern Area,"2,854"
11/15/2013,National,"8,285"
11/15/2013,Northwest,"1,844"
11/15/2013,Southwest,783
11/15/2013,Eastern Area,"2,313"
11/14/2013,National,"8,586"
11/14/2013,Northwest,"1,572"
11/14/2013,Southwest,"1,009"
11/14/2013,Eastern Area,"2,523"
11/13/2013,National,"8,156"
11/13/2013,Northwest,"1,855"
11/13/2013,Southwest,639
11/13/2013,Eastern Area,"2,437"
11/12/2013,National,"19,228"
11/12/2013,Northwest,"4,123"
11/12/2013,Southwest,860
11/12/2013,Eastern Area,"5,593"
11/08/2013,National,"8,346"
11/08/2013,Northwest,"2,153"
11/08/2013,Southwest,491
11/08/2013,Eastern Area,"1,961"
11/07/2013,National,"8,990"
11/07/2013,Northwest,"1,932"
11/07/2013,Southwest,462
11/07/2013,Eastern Area,"3,197"
11/06/2013,National,"7,507"
11/06/2013,Northwest,"1,862"
11/06/2013,Southwest,467
11/06/2013,Eastern Area,"2,171"
11/05/2013,National,"8,653"
11/05/2013,Northwest,"2,253"
11/05/2013,Southwest,618
11/05/2013,Eastern Area,"2,293"
11/04/2013,National,"11,036"
11/04/2013,Northwest,"2,583"
11/04/2013,Southwest,655
11/04/2013,Eastern Area,"2,861"
11/01/2013,National,"7,156"
11/01/2013,Northwest,"1,861"
11/01/2013,Southwest,476
11/01/2013,Eastern Area,"1,916"
10/31/2013,National,"8,049"
10/31/2013,Northwest,"1,814"
10/31/2013,Southwest,465
10/31/2013,Eastern Area,"2,697"
10/30/2013,National,"7,456"
10/30/2013,Northwest,987
10/30/2013,Southwest,462
10/30/2013,Eastern Area,"2,490"
10/29/2013,National,"9,510"
10/29/2013,Northwest,"2,200"
10/29/2013,Southwest,418
10/29/2013,Eastern Area,"2,660"
10/28/2013,National,"9,114"
10/28/2013,Northwest,"2,833"
10/28/2013,Southwest,735
10/28/2013,Eastern Area,"2,118"
10/25/2013,National,"8,704"
10/25/2013,Northwest,"1,979"
10/25/2013,Southwest,494
10/25/2013,Eastern Area,"2,829"
10/24/2013,National,"8,351"
10/24/2013,Northwest,"1,689"
10/24/2013,Southwest,409
10/24/2013,Eastern Area,"2,522"
10/23/2013,National,"7,827"
10/23/2013,Northwest,"1,225"
10/23/2013,Southwest,458
10/23/2013,Eastern Area,"2,388"
10/22/2013,National,"7,447"
10/22/2013,Northwest,"1,941"
10/22/2013,Southwest,312
10/22/2013,Eastern Area,"1,691"
10/21/2013,National,"9,369"
10/21/2013,Northwest,"2,435"
10/21/2013,Southwest,408
10/21/2013,Eastern Area,"3,161"
10/18/2013,National,"7,543"
10/18/2013,Northwest,"1,737"
10/18/2013,Southwest,503
10/18/2013,Eastern Area,"2,179"
10/17/2013,National,"7,680"
10/17/2013,Northwest,"1,450"
10/17/2013,Southwest,380
10/17/2013,Eastern Area,"2,617"
09/30/2013,National,"9,788"
09/30/2013,Northwest,"2,935"
09/30/2013,Southwest,469
09/30/2013,Eastern Area,"2,316"
09/27/2013,National,"8,356"
09/27/2013,Northwest,"2,071"
09/27/2013,Southwest,506
09/27/2013,Eastern Area,"2,195"
09/26/2013,National,"8,490"
09/26/2013,Northwest,"1,709"
09/26/2013,Southwest,382
09/26/2013,Eastern Area,"2,239"
09/25/2013,National,"7,966"
09/25/2013,Northwest,"1,258"
09/25/2013,Southwest,440
09/25/2013,Eastern Area,"2,491"
09/24/2013,National,"8,490"
09/24/2013,Northwest,"1,772"
09/24/2013,Southwest,556
09/24/2013,Eastern Area,"2,039"
09/23/2013,National,"9,957"
09/23/2013,Northwest,"2,821"
09/23/2013,Southwest,440
09/23/2013,Eastern Area,"2,630"
09/20/2013,National,"8,116"
09/20/2013,Northwest,"2,137"
09/20/2013,Southwest,448
09/20/2013,Eastern Area,"1,967"
09/19/2013,National,"7,841"
09/19/2013,Northwest,"1,464"
09/19/2013,Southwest,454
09/19/2013,Eastern Area,"2,438"
09/18/2013,National,"7,552"
09/18/2013,Northwest,"1,502"
09/18/2013,Southwest,714
09/18/2013,Eastern Area,"2,461"
09/17/2013,National,"8,084"
09/17/2013,Northwest,"1,703"
09/17/2013,Southwest,500
09/17/2013,Eastern Area,"1,983"
09/16/2013,National,"10,260"
09/16/2013,Northwest,"2,697"
09/16/2013,Southwest,454
09/16/2013,Eastern Area,"2,735"
